product_name,product_category_tree
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> TAB91 Tops >> TAB91 Casual Short Sleeve Printed Women's Top"
,Automotive >> Accessories & Spare parts >> Car & Bike Styling >> Car Styling >> Car Grill Covers >> Trigcars I20 Car Grill Cover (Plated Hyundai i20)
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> TAB91 Tops >> TAB91 Casual Short Sleeve Printed Women's Top"
,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> HANSFOOTNFIT Casuals
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Selfiwear Tops >> Selfiwear Casual 3/4 Sleeve Printed Women's Top"
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> S9 WOMEN Tops >> S9 WOMEN Casual Sleeveless Solid Women's Top"
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> esoft Tops >> esoft Casual Short Sleeve Solid Women's Top"
,"Pens & Stationery >> Office Supplies >> Sketch & Paint Markers >> Highlighter Pens >> Imported Highlighter Pens >> Imported Banknote Tester, ball pen Permanent Alc..."
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> esoft Tops >> esoft Casual Sleeveless Solid Women's Top"
,Mobiles & Accessories >> Mobile Accessories >> Chargers >> Car Chargers >> D'clair Car Chargers >> D'clair Micromax A46 Battery Charger (Black)
,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> BrandTrendz Bellies
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Riot Jeans Tops >> Riot Jeans Casual Short Sleeve Printed Women's Top"
,"Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> Pink Rose Alloy Bracelet"
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> esoft Tops >> esoft Casual Sleeveless Solid Women's Top"
,Mobiles & Accessories >> Mobile Accessories >> Chargers >> Car Chargers >> D'clair Car Chargers >> D'clair Huwai Honor 4X Battery Charger (Black)
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> esoft Tops >> esoft Casual 3/4 Sleeve Solid Women's Top"
,Automotive >> Accessories & Spare parts >> Car & Bike Care >> Car & Bike Covers >> Car Body Covers >> Autofurnish Car Cover For Santro Xing
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> Riot Jeans Tops >> Riot Jeans Casual Sleeveless Printed Women's Top"
,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> CSBS Sale Perforated front Loafers
,Pens & Stationery >> Office Supplies >> Key Chains >> i-gadgets Key Chains >> i-gadgets Royal Enfield Thunderbird and Bottle o...
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> INDRICKA Tops >> INDRICKA Casual Full Sleeve Solid Women's Top"
,Mobiles & Accessories >> Mobile Accessories >> Chargers >> Car Chargers >> D'clair Car Chargers >> D'clair Micromax Bolt Q324 Battery Charger (Black)
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> MERIL Tops >> MERIL Casual Full Sleeve Printed Women's Top"
,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> Schtaron Loafers
,"Clothing >> Women's Clothing >> Western Wear >> Shirts, Tops & Tunics >> Tops >> esoft Tops >> esoft Casual Short Sleeve Solid Women's Top"
,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> DEEP FASHION Loafers
,Beauty and Personal Care >> Body and Skin Care >> Face Care >> Anti Ageing >> Loreal Anti Ageing >> Loreal Revitalift essence (30 ml)
,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> FIla ECHO Women Sports Sandals
,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> INDIANO Loafers
,Footwear >> Women's Footwear >> Casual Shoes >> Loafers >> DEEP FASHION Loafers
,"Jewellery >> Bangles, Bracelets & Armlets >> Bracelets >> BGS Alloy Kada"
